Team,Spiel,Nachname,Vorname,Punkte,FWVersuche,FWTreffer,2er,3er,Fouls
 ASV Aichwald, 12,****,***,9.0,2.0,1.0,4.0,0.0,5.0
 ASV Aichwald, 12,Pohlers,Michael,3.0,0.0,0.0,0.0,1.0,3.0
 ASV Aichwald, 12,Prauß,Enniego,1.0,4.0,1.0,0.0,0.0,3.0
 ASV Aichwald, 12,Sticher,Niklas,6.0,3.0,0.0,3.0,0.0,2.0
 ASV Aichwald, 12,von Benthen,Dominik,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 15,Dere,Ibrahim,6.0,2.0,2.0,2.0,0.0,2.0
 Tb Ruit Deers, 15,Gueli,Alessandro,26.0,0.0,0.0,10.0,2.0,0.0
 Tb Ruit Deers, 15,Janovsky,Pascal,18.0,4.0,4.0,7.0,0.0,1.0
 Tb Ruit Deers, 15,Kumar,Sundeep,10.0,3.0,0.0,5.0,0.0,3.0
 Tb Ruit Deers, 15,****,***,4.0,0.0,0.0,2.0,0.0,4.0
 Tb Ruit Deers, 15,Pokoj,Franz,8.0,0.0,0.0,4.0,0.0,3.0
 Tb Ruit Deers, 15,Scavuzzo,Santiago,4.0,0.0,0.0,2.0,0.0,3.0
 Tb Ruit Deers, 15,Stefani,Rainer,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 15,Zivkovic,Borislav,8.0,0.0,0.0,4.0,0.0,3.0
 Aalener Sportallianz, 15,Csatlos,Tibor,1.0,2.0,1.0,0.0,0.0,0.0
 Aalener Sportallianz, 15,Knoblauch,Florian,2.0,4.0,2.0,0.0,0.0,1.0
 Aalener Sportallianz, 15,Mystiroudis,Ioannis,4.0,4.0,2.0,1.0,0.0,0.0
 Aalener Sportallianz, 15,Mystiroudis,Thrasyvoulos,3.0,0.0,0.0,0.0,1.0,3.0
 Aalener Sportallianz, 15,Pekka,Emeric,2.0,0.0,0.0,1.0,0.0,1.0
 Aalener Sportallianz, 15,Quoc Anh,Vu,3.0,6.0,3.0,0.0,0.0,0.0
 Aalener Sportallianz, 15,Spoida,Victor,2.0,0.0,0.0,1.0,0.0,1.0
 Aalener Sportallianz, 15,Tchokoyo Nkongho,Crespin Miguel,0.0,2.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 15,Wang,Warson,30.0,6.0,5.0,8.0,3.0,0.0
 Aalener Sportallianz, 15,Weber,Lukas,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 15,Wigel,Alexander,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 4,Baykal,Timur,2.0,0.0,0.0,1.0,0.0,2.0
 SG Schorndorf, 4,Cimino,Kareem,8.0,0.0,0.0,4.0,0.0,3.0
 SG Schorndorf, 4,Gaudio,Joel,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 4,Gerstenhauer,Timo,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 4,Hergül,Eray,2.0,0.0,0.0,1.0,0.0,0.0
 SG Schorndorf, 4,Hergül,Koray,3.0,6.0,3.0,0.0,0.0,3.0
 SG Schorndorf, 4,Komlenic,Dusan,11.0,5.0,3.0,1.0,2.0,5.0
 SG Schorndorf, 4,Komlenic,Krstan,6.0,0.0,0.0,3.0,0.0,5.0
 SG Schorndorf, 4,Meinlschmidt,Tim,10.0,3.0,2.0,4.0,0.0,3.0
 SG Schorndorf, 4,****,***,2.0,0.0,0.0,1.0,0.0,0.0
 SG Schorndorf, 4,Weber,Ben,8.0,2.0,1.0,2.0,1.0,3.0
 ASV Aichwald, 4,Bulkurcu,Ertunc,8.0,2.0,1.0,2.0,1.0,2.0
 ASV Aichwald, 4,Cobisi,Valerio Paolo,11.0,8.0,7.0,2.0,0.0,2.0
 ASV Aichwald, 4,El-Hourani,Marcel,0.0,2.0,0.0,0.0,0.0,2.0
 ASV Aichwald, 4,Freitag,Markus,9.0,4.0,3.0,3.0,0.0,5.0
 ASV Aichwald, 4,Pohlers,Michael,5.0,0.0,0.0,1.0,1.0,4.0
 ASV Aichwald, 4,Ritter,Thomas,2.0,2.0,2.0,0.0,0.0,0.0
 ASV Aichwald, 4,Schwenzow,Tilmann,11.0,4.0,3.0,4.0,0.0,2.0
 ASV Aichwald, 4,Sticher,Niklas,3.0,2.0,1.0,1.0,0.0,1.0
 ASV Aichwald, 4,von Benthen,Dominik,9.0,4.0,3.0,3.0,0.0,3.0
 Tb Ruit Deers, 35,Cetin,Samet,2.0,0.0,0.0,1.0,0.0,0.0
 Tb Ruit Deers, 35,Dere,Ibrahim,2.0,0.0,0.0,1.0,0.0,3.0
 Tb Ruit Deers, 35,Gueli,Alessandro,25.0,0.0,0.0,8.0,3.0,4.0
 Tb Ruit Deers, 35,Hasanovic,Adnan,7.0,2.0,1.0,3.0,0.0,2.0
 Tb Ruit Deers, 35,Kuti,Goran,2.0,0.0,0.0,1.0,0.0,2.0
 Tb Ruit Deers, 35,Museta,Arian,7.0,2.0,1.0,3.0,0.0,0.0
 Tb Ruit Deers, 35,Pokoj,Franz,3.0,5.0,1.0,1.0,0.0,1.0
 Tb Ruit Deers, 35,Stefani,Rainer,0.0,0.0,0.0,0.0,0.0,0.0
 Tb Ruit Deers, 35,Toskas,Ioannis,2.0,2.0,2.0,0.0,0.0,0.0
 Tb Ruit Deers, 35,Zabadal,Patrick,6.0,0.0,0.0,0.0,2.0,3.0
 Tb Ruit Deers, 35,Zivkovic,Borislav,5.0,2.0,2.0,0.0,1.0,1.0
 TSV Essingen, 35,Albanus,Julius,13.0,2.0,2.0,4.0,1.0,1.0
 TSV Essingen, 35,Demirtas,Luca,3.0,1.0,1.0,1.0,0.0,2.0
 TSV Essingen, 35,Jaros,Samuel,11.0,0.0,0.0,1.0,3.0,1.0
 TSV Essingen, 35,Mehajer,Jaafar,10.0,2.0,2.0,4.0,0.0,2.0
 TSV Essingen, 35,Müller,Peter,0.0,0.0,0.0,0.0,0.0,1.0
 TSV Essingen, 35,Penz,Julian,1.0,3.0,1.0,0.0,0.0,3.0
 TSV Essingen, 35,Seyum,Alexander,10.0,4.0,2.0,4.0,0.0,0.0
 TSV Essingen, 35,Walter,Martin,12.0,8.0,5.0,2.0,1.0,1.0
 TSV Essingen, 35,****,***,3.0,0.0,0.0,0.0,1.0,2.0
 TSV Essingen, 35,Zimmermann,Manfred,5.0,0.0,0.0,1.0,1.0,0.0
 Aalener Sportallianz, 27,Csatlos,Tibor,3.0,0.0,0.0,0.0,1.0,3.0
 Aalener Sportallianz, 27,Isik,Mehmet Berke,3.0,0.0,0.0,0.0,1.0,4.0
 Aalener Sportallianz, 27,Mystiroudis,Ioannis,7.0,3.0,2.0,1.0,1.0,1.0
 Aalener Sportallianz, 27,Pekka,Emeric,0.0,0.0,0.0,0.0,0.0,2.0
 Aalener Sportallianz, 27,Pekka,Imre,27.0,6.0,4.0,1.0,7.0,1.0
 Aalener Sportallianz, 27,Saglam,Kaan,14.0,6.0,3.0,4.0,1.0,1.0
 Aalener Sportallianz, 27,Tchokoyo Nkongho,Crespin Miguel,4.0,3.0,0.0,2.0,0.0,1.0
 Aalener Sportallianz, 27,Wang,Warson,21.0,10.0,5.0,5.0,2.0,0.0
 Aalener Sportallianz, 27,Weber,Lukas,3.0,2.0,1.0,1.0,0.0,4.0
 Aalener Sportallianz, 27,Wigel,Alexander,0.0,0.0,0.0,0.0,0.0,0.0
 SpVgg Möhringen 2, 27,Blumberg,David,14.0,13.0,6.0,4.0,0.0,3.0
 SpVgg Möhringen 2, 27,Fabian,Jascha,6.0,0.0,0.0,3.0,0.0,3.0
 SpVgg Möhringen 2, 27,Huber,Ari,26.0,7.0,4.0,8.0,2.0,5.0
 SpVgg Möhringen 2, 27,Jetter,Martin,5.0,2.0,2.0,0.0,1.0,0.0
 SpVgg Möhringen 2, 27,Pavlovits,Stefan Sasa,17.0,2.0,1.0,5.0,2.0,3.0
 SpVgg Möhringen 2, 27,Roman,Eric,2.0,0.0,0.0,1.0,0.0,3.0
 SpVgg Möhringen 2, 27,Rösch,Oliver,0.0,0.0,0.0,0.0,0.0,2.0
 SpVgg Möhringen 2, 27,Schlottke,Jan,2.0,0.0,0.0,1.0,0.0,1.0
 SpVgg Möhringen 2, 27,Schulz,Wilhelm,2.0,2.0,2.0,0.0,0.0,2.0
 SpVgg Möhringen 2, 27,Wiedemann,Bernd,2.0,0.0,0.0,1.0,0.0,1.0
 SpVgg Möhringen 2, 27,Wrachtrup,Maximilian,0.0,0.0,0.0,0.0,0.0,2.0
 TSV Schmiden 2, 23,Bergert,Sven,3.0,0.0,0.0,0.0,1.0,1.0
 TSV Schmiden 2, 23,Eckenfelder,Felix,0.0,0.0,0.0,0.0,0.0,0.0
 TSV Schmiden 2, 23,Gühring,Valentino,26.0,0.0,0.0,4.0,6.0,3.0
 TSV Schmiden 2, 23,Ilas,Vasileios,5.0,2.0,2.0,0.0,1.0,1.0
 TSV Schmiden 2, 23,Jankovic,Marvin,13.0,2.0,1.0,6.0,0.0,4.0
 TSV Schmiden 2, 23,Klein,Kelvin,0.0,0.0,0.0,0.0,0.0,3.0
 TSV Schmiden 2, 23,Lucas,Simon,6.0,0.0,0.0,3.0,0.0,1.0
 TSV Schmiden 2, 23,Sörös,Martin,12.0,4.0,2.0,5.0,0.0,1.0
 Aalener Sportallianz, 23,Eberlein,Thomas,0.0,0.0,0.0,0.0,0.0,2.0
 Aalener Sportallianz, 23,Fuchs,Rene,6.0,2.0,2.0,2.0,0.0,2.0
 Aalener Sportallianz, 23,Isik,Mehmet Berke,7.0,0.0,0.0,2.0,1.0,1.0
 Aalener Sportallianz, 23,Mystiroudis,Ioannis,22.0,4.0,4.0,6.0,2.0,0.0
 Aalener Sportallianz, 23,Mystiroudis,Thrasyvoulos,0.0,0.0,0.0,0.0,0.0,4.0
 Aalener Sportallianz, 23,Pekka,Emeric,2.0,0.0,0.0,1.0,0.0,1.0
 Aalener Sportallianz, 23,Weber,Max,15.0,5.0,2.0,5.0,1.0,2.0
 ASV Aichwald, 6,Bulkurcu,Ertunc,3.0,0.0,0.0,0.0,1.0,1.0
 ASV Aichwald, 6,Cobisi,Valerio Paolo,16.0,0.0,0.0,8.0,0.0,4.0
 ASV Aichwald, 6,Ettling,Knut,8.0,0.0,0.0,4.0,0.0,2.0
 ASV Aichwald, 6,Freitag,Markus,19.0,9.0,7.0,6.0,0.0,2.0
 ASV Aichwald, 6,****,***,4.0,2.0,2.0,1.0,0.0,1.0
 ASV Aichwald, 6,Sticher,Niklas,5.0,2.0,2.0,0.0,1.0,1.0
 ASV Aichwald, 6,Weinschenk,Daniel,9.0,5.0,2.0,2.0,1.0,2.0
 TSV Essingen, 6,Albanus,Julius,8.0,2.0,0.0,4.0,0.0,3.0
 TSV Essingen, 6,Demirtas,Luca,5.0,0.0,0.0,1.0,1.0,4.0
 TSV Essingen, 6,Jaros,Samuel,16.0,2.0,2.0,7.0,0.0,1.0
 TSV Essingen, 6,Mehajer,Jaafar,12.0,0.0,0.0,6.0,0.0,1.0
 TSV Essingen, 6,Müller,Peter,10.0,0.0,0.0,2.0,2.0,3.0
 TSV Essingen, 6,Rogers,Mitchell Lee,3.0,0.0,0.0,0.0,1.0,1.0
 TSV Essingen, 6,Seyum,Alexander,5.0,4.0,1.0,2.0,0.0,5.0
 TSV Essingen, 6,Walter,Martin,0.0,0.0,0.0,0.0,0.0,0.0
 TSV Essingen, 6,****,***,3.0,2.0,1.0,1.0,0.0,1.0
 TSV Essingen, 6,Zimmermann,Manfred,11.0,2.0,1.0,2.0,2.0,1.0
 TSV Essingen, 3,Albanus,Julius,7.0,2.0,1.0,3.0,0.0,1.0
 TSV Essingen, 3,Demirtas,Luca,12.0,1.0,0.0,3.0,2.0,1.0
 TSV Essingen, 3,Henne,Stefan,3.0,0.0,0.0,0.0,1.0,2.0
 TSV Essingen, 3,Jaros,Samuel,12.0,0.0,0.0,0.0,4.0,1.0
 TSV Essingen, 3,Mehajer,Jaafar,24.0,8.0,3.0,6.0,3.0,0.0
 TSV Essingen, 3,Müller,Peter,6.0,2.0,2.0,2.0,0.0,1.0
 TSV Essingen, 3,Penz,Julian,14.0,8.0,5.0,3.0,1.0,3.0
 TSV Essingen, 3,Seyum,Alexander,10.0,2.0,2.0,4.0,0.0,3.0
 TSV Essingen, 3,****,***,6.0,0.0,0.0,0.0,2.0,2.0
 TSV Essingen, 3,Zimmermann,Manfred,10.0,1.0,1.0,3.0,1.0,1.0
 Aalener Sportallianz, 3,Csatlos,Tibor,10.0,6.0,2.0,4.0,0.0,4.0
 Aalener Sportallianz, 3,Isik,Mehmet Berke,4.0,2.0,0.0,2.0,0.0,3.0
 Aalener Sportallianz, 3,Mystiroudis,Ioannis,11.0,0.0,0.0,4.0,1.0,0.0
 Aalener Sportallianz, 3,Mystiroudis,Thrasyvoulos,0.0,0.0,0.0,0.0,0.0,2.0
 Aalener Sportallianz, 3,Pekka,Emeric,2.0,0.0,0.0,1.0,0.0,1.0
 Aalener Sportallianz, 3,Seydelmann,Matthias,0.0,2.0,0.0,0.0,0.0,3.0
 Aalener Sportallianz, 3,Weber,Lukas,4.0,2.0,0.0,2.0,0.0,2.0
 Aalener Sportallianz, 3,Weber,Max,3.0,5.0,1.0,1.0,0.0,3.0
 Aalener Sportallianz, 3,Wigel,Alexander,2.0,0.0,0.0,1.0,0.0,0.0
 Aalener Sportallianz, 42,Csatlos,Tibor,10.0,1.0,0.0,2.0,2.0,1.0
 Aalener Sportallianz, 42,Fuchs,Rene,9.0,4.0,4.0,1.0,1.0,2.0
 Aalener Sportallianz, 42,Isik,Mehmet Berke,10.0,0.0,0.0,2.0,2.0,0.0
 Aalener Sportallianz, 42,Mystiroudis,Ioannis,10.0,3.0,2.0,4.0,0.0,2.0
 Aalener Sportallianz, 42,Mystiroudis,Thrasyvoulos,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 42,Pekka,Imre,18.0,4.0,1.0,4.0,3.0,0.0
 Aalener Sportallianz, 42,Quoc Anh,Vu,0.0,0.0,0.0,0.0,0.0,0.0
 Aalener Sportallianz, 42,Saglam,Kaan,7.0,2.0,1.0,3.0,0.0,4.0
 Aalener Sportallianz, 42,Spoida,Victor,4.0,0.0,0.0,2.0,0.0,0.0
 Aalener Sportallianz, 42,Tchokoyo Nkongho,Crespin Miguel,2.0,0.0,0.0,1.0,0.0,1.0
 Aalener Sportallianz, 42,Weber,Lukas,2.0,1.0,0.0,1.0,0.0,2.0
 Aalener Sportallianz, 42,Weber,Max,2.0,0.0,0.0,1.0,0.0,3.0
 SG Schorndorf, 42,Baykal,Emre,3.0,0.0,0.0,0.0,1.0,0.0
 SG Schorndorf, 42,Baykal,Timur,4.0,2.0,2.0,1.0,0.0,3.0
 SG Schorndorf, 42,Bulat,Kaan,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 42,Gerstenhauer,Timo,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 42,Hergül,Eray,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 42,Hergül,Koray,8.0,2.0,2.0,0.0,2.0,1.0
 SG Schorndorf, 42,Komlenic,Dusan,9.0,0.0,0.0,0.0,3.0,5.0
 SG Schorndorf, 42,Komlenic,Krstan,17.0,0.0,0.0,1.0,5.0,1.0
 SG Schorndorf, 42,Meinlschmidt,Tim,3.0,2.0,1.0,1.0,0.0,1.0
 SG Schorndorf, 42,Randisi,Samuele,0.0,0.0,0.0,0.0,0.0,1.0
 SG Schorndorf, 42,Weber,Ben,22.0,3.0,1.0,6.0,3.0,5.0
 SG Schorndorf, 67,Bulat,Kaan,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 67,Cimino,Kareem,6.0,2.0,0.0,3.0,0.0,1.0
 SG Schorndorf, 67,Gerstenhauer,Timo,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 67,Hergül,Eray,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 67,Hergül,Koray,7.0,6.0,2.0,1.0,1.0,1.0
 SG Schorndorf, 67,Komlenic,Dusan,12.0,6.0,4.0,1.0,2.0,2.0
 SG Schorndorf, 67,Komlenic,Krstan,13.0,5.0,3.0,2.0,2.0,1.0
 SG Schorndorf, 67,Mesic,Duzel,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 67,Randisi,Samuele,1.0,2.0,1.0,0.0,0.0,3.0
 SG Schorndorf, 67,Ul Haq,Muhammad Ali,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 67,Weber,Ben,12.0,4.0,2.0,5.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 67,Bonnet,Marc-Aris,1.0,2.0,1.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 67,Bulatow,Max,9.0,0.0,0.0,0.0,3.0,3.0
 TSB Schwäbisch Gmünd 2, 67,****,***,4.0,0.0,0.0,2.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 67,Gouziotis,Konstantinos,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 67,Heilig,Jonas,0.0,0.0,0.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 67,Hellmann,Micha-Benjamin,8.0,2.0,2.0,3.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 67,Magkoutas,Konstantinos,4.0,4.0,2.0,1.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 67,Rommel,David,9.0,2.0,0.0,0.0,3.0,2.0
 TSB Schwäbisch Gmünd 2, 67,Schwenk,Marvin,3.0,0.0,0.0,0.0,1.0,1.0
 TSB Schwäbisch Gmünd 2, 67,Senge,Leon,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 67,Weller,Ben,8.0,2.0,2.0,0.0,2.0,5.0
 TSB Schwäbisch Gmünd 2, 2,Bulatow,Max,0.0,0.0,0.0,0.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 2,Gouziotis,Konstantinos,3.0,0.0,0.0,0.0,1.0,2.0
 TSB Schwäbisch Gmünd 2, 2,Hellmann,Micha-Benjamin,11.0,2.0,1.0,5.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 2,Ihli,Jermaine,10.0,0.0,0.0,5.0,0.0,3.0
 TSB Schwäbisch Gmünd 2, 2,Klause,Joel,0.0,0.0,0.0,0.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 2,Lehmann,Oliver,4.0,0.0,0.0,2.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 2,Magkoutas,Konstantinos,2.0,2.0,0.0,1.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 2,Nickert,Leopold,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 2,****,***,2.0,0.0,0.0,1.0,0.0,1.0
 TSB Schwäbisch Gmünd 2, 2,Schwenk,Marvin,0.0,0.0,0.0,0.0,0.0,0.0
 TSB Schwäbisch Gmünd 2, 2,Shaqiri,Levin,2.0,0.0,0.0,1.0,0.0,2.0
 TSB Schwäbisch Gmünd 2, 2,Weller,Ben,11.0,0.0,0.0,1.0,3.0,2.0
 TSV Schmiden 2, 2,Alber,Christoph,2.0,2.0,0.0,1.0,0.0,1.0
 TSV Schmiden 2, 2,Bürkle,Rainer,0.0,0.0,0.0,0.0,0.0,1.0
 TSV Schmiden 2, 2,Dorst,Oliver,5.0,2.0,0.0,1.0,1.0,1.0
 TSV Schmiden 2, 2,Gühring,Valentino,19.0,3.0,1.0,3.0,4.0,0.0
 TSV Schmiden 2, 2,Jaric,Sebastian,6.0,5.0,2.0,2.0,0.0,0.0
 TSV Schmiden 2, 2,Klein,Kelvin,0.0,0.0,0.0,0.0,0.0,1.0
 TSV Schmiden 2, 2,Kunduklija,Almir,1.0,2.0,1.0,0.0,0.0,1.0
 TSV Schmiden 2, 2,Lucas,Simon,0.0,0.0,0.0,0.0,0.0,0.0
 TSV Schmiden 2, 2,Peiker,Marvin,11.0,1.0,1.0,5.0,0.0,1.0
 TSV Schmiden 2, 2,Sörös,Martin,20.0,7.0,3.0,7.0,1.0,1.0
 Sportvg Feuerbach 3, 58,Boras,Karlo,5.0,2.0,1.0,2.0,0.0,2.0
 Sportvg Feuerbach 3, 58,Cvijetic,Andrej-Danis,2.0,0.0,0.0,1.0,0.0,1.0
 Sportvg Feuerbach 3, 58,Fischer,Jerome Franklin,10.0,1.0,0.0,5.0,0.0,4.0
 Sportvg Feuerbach 3, 58,Georgiadis,Dimitris,0.0,4.0,0.0,0.0,0.0,1.0
 Sportvg Feuerbach 3, 58,Hönig,Thomas,8.0,0.0,0.0,4.0,0.0,1.0
 Sportvg Feuerbach 3, 58,Kebede,Musse,8.0,5.0,2.0,3.0,0.0,2.0
 Sportvg Feuerbach 3, 58,Kotromanovic,Marko,0.0,0.0,0.0,0.0,0.0,2.0
 Sportvg Feuerbach 3, 58,Nowak,Alexander,0.0,0.0,0.0,0.0,0.0,1.0
 Sportvg Feuerbach 3, 58,Salar,Sahab,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 58,Scharpf,Robert,0.0,0.0,0.0,0.0,0.0,2.0
 Sportvg Feuerbach 3, 58,Schneider,Max,12.0,0.0,0.0,6.0,0.0,4.0
 Sportvg Feuerbach 3, 58,Siddalingappa,Arun,2.0,0.0,0.0,1.0,0.0,3.0
 TSV Essingen, 58,Albanus,Julius,20.0,9.0,6.0,7.0,0.0,4.0
 TSV Essingen, 58,Demirtas,Luca,17.0,2.0,1.0,5.0,2.0,3.0
 TSV Essingen, 58,Mehajer,Jaafar,18.0,5.0,5.0,5.0,1.0,0.0
 TSV Essingen, 58,Müller,Peter,6.0,0.0,0.0,3.0,0.0,1.0
 TSV Essingen, 58,Penz,Julian,13.0,6.0,3.0,5.0,0.0,3.0
 TSV Essingen, 58,Seyum,Alexander,13.0,4.0,3.0,5.0,0.0,2.0
 TSV Essingen, 58,****,***,8.0,0.0,0.0,1.0,2.0,3.0
 TSV Essingen, 58,Zimmermann,Manfred,10.0,6.0,4.0,3.0,0.0,2.0
 ASV Aichwald, 49,Cobisi,Valerio Paolo,12.0,3.0,0.0,6.0,0.0,5.0
 ASV Aichwald, 49,El-Hourani,Marcel,3.0,2.0,1.0,1.0,0.0,3.0
 ASV Aichwald, 49,Emonds,Felix,0.0,0.0,0.0,0.0,0.0,1.0
 ASV Aichwald, 49,Fix,Alexander,16.0,2.0,1.0,3.0,3.0,3.0
 ASV Aichwald, 49,Freitag,Markus,0.0,0.0,0.0,0.0,0.0,0.0
 ASV Aichwald, 49,****,***,0.0,0.0,0.0,0.0,0.0,0.0
 ASV Aichwald, 49,Ritter,Thomas,5.0,0.0,0.0,1.0,1.0,4.0
 ASV Aichwald, 49,Schwenzow,Tilmann,9.0,8.0,5.0,2.0,0.0,3.0
 ASV Aichwald, 49,Sticher,Niklas,11.0,2.0,1.0,5.0,0.0,0.0
 ASV Aichwald, 49,Weinschenk,Daniel,13.0,2.0,2.0,4.0,1.0,1.0
 SG Schorndorf, 49,Baykal,Timur,3.0,2.0,1.0,1.0,0.0,0.0
 SG Schorndorf, 49,Bulat,Kaan,20.0,1.0,0.0,10.0,0.0,3.0
 SG Schorndorf, 49,Gerstenhauer,Timo,0.0,0.0,0.0,0.0,0.0,1.0
 SG Schorndorf, 49,Hergül,Eray,10.0,4.0,3.0,2.0,1.0,1.0
 SG Schorndorf, 49,Hergül,Koray,4.0,3.0,1.0,0.0,1.0,3.0
 SG Schorndorf, 49,Komlenic,Dusan,0.0,0.0,0.0,0.0,0.0,5.0
 SG Schorndorf, 49,Komlenic,Krstan,21.0,2.0,1.0,1.0,6.0,4.0
 SG Schorndorf, 49,Weber,Ben,0.0,0.0,0.0,0.0,0.0,2.0
 SG Schorndorf, 55,Baykal,Timur,16.0,6.0,3.0,2.0,3.0,2.0
 SG Schorndorf, 55,Bulat,Kaan,3.0,0.0,0.0,0.0,1.0,1.0
 SG Schorndorf, 55,Gaudio,Joel,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 55,Gerstenhauer,Timo,0.0,0.0,0.0,0.0,0.0,0.0
 SG Schorndorf, 55,Hergül,Eray,6.0,1.0,0.0,3.0,0.0,2.0
 SG Schorndorf, 55,Hergül,Koray,3.0,3.0,3.0,0.0,0.0,2.0
 SG Schorndorf, 55,Komlenic,Dusan,9.0,2.0,1.0,4.0,0.0,2.0
 SG Schorndorf, 55,Komlenic,Krstan,11.0,2.0,1.0,2.0,2.0,3.0
 SG Schorndorf, 55,Meinlschmidt,Tim,7.0,2.0,1.0,3.0,0.0,0.0
 SG Schorndorf, 55,Randisi,Samuele,9.0,3.0,1.0,4.0,0.0,0.0
 SG Schorndorf, 55,Weber,Ben,15.0,0.0,0.0,3.0,3.0,5.0
 Sportvg Feuerbach 3, 55,Boras,Karlo,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 55,Cvijetic,Andrej-Danis,4.0,0.0,0.0,2.0,0.0,2.0
 Sportvg Feuerbach 3, 55,Fischer,Jerome Franklin,13.0,11.0,5.0,4.0,0.0,2.0
 Sportvg Feuerbach 3, 55,****,***,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 55,Hönig,Thomas,4.0,0.0,0.0,2.0,0.0,1.0
 Sportvg Feuerbach 3, 55,Kebede,Musse,21.0,1.0,0.0,6.0,3.0,2.0
 Sportvg Feuerbach 3, 55,Nowak,Alexander,6.0,0.0,0.0,3.0,0.0,2.0
 Sportvg Feuerbach 3, 55,Pelkner,Niklas,0.0,0.0,0.0,0.0,0.0,1.0
 Sportvg Feuerbach 3, 55,Schneider,Alex,0.0,0.0,0.0,0.0,0.0,0.0
 Sportvg Feuerbach 3, 55,Schneider,Max,16.0,1.0,1.0,6.0,1.0,4.0
 Sportvg Feuerbach 3, 55,Siddalingappa,Arun,0.0,0.0,0.0,0.0,0.0,2.0
 Sportvg Feuerbach 3, 55,Skrimizeas,Dimitrios,9.0,6.0,5.0,2.0,0.0,1.0
 Tb Ruit Deers, 25,Dere,Ibrahim,20.0,4.0,2.0,6.0,2.0,2.0
 Tb Ruit Deers, 25,Gueli,Alessandro,17.0,3.0,1.0,5.0,2.0,1.0
 Tb Ruit Deers, 25,Hasanovic,Adnan,8.0,2.0,2.0,3.0,0.0,1.0
 Tb Ruit Deers, 25,Janovsky,Pascal,18.0,2.0,0.0,9.0,0.0,0.0
 Tb Ruit Deers, 25,Museta,Arian,14.0,0.0,0.0,7.0,0.0,1.0
 Tb Ruit Deers, 25,****,***,9.0,0.0,0.0,3.0,1.0,2.0
 Tb Ruit Deers, 25,Pokoj,Franz,7.0,3.0,1.0,3.0,0.0,2.0
 Tb Ruit Deers, 25,Stefani,Rainer,2.0,0.0,0.0,1.0,0.0,3.0
 Tb Ruit Deers, 25,Zabadal,Patrick,13.0,1.0,0.0,2.0,3.0,0.0
 Tb Ruit Deers, 25,Zivkovic,Borislav,6.0,2.0,2.0,2.0,0.0,0.0
 Sportvg Feuerbach 3, 25,Berkant,Kurban,0.0,0.0,0.0,0.0,0.0,1.0
 Sportvg Feuerbach 3, 25,Bosnajkovic,Sanjin,2.0,0.0,0.0,1.0,0.0,0.0
 Sportvg Feuerbach 3, 25,Georgiadis,Dimitris,12.0,2.0,2.0,2.0,2.0,0.0
 Sportvg Feuerbach 3, 25,Kebede,Musse,3.0,2.0,1.0,1.0,0.0,0.0
 Sportvg Feuerbach 3, 25,Kitsakis,Ioannis,2.0,0.0,0.0,1.0,0.0,4.0
